code,country,name,phone,uen,account_manager,remark,credit_term,credit_limit,poc_first_name,poc_phone,poc_email,poc_title,address_address,address_unit_no,address_building_name,address_postal_code,address_phone
C0004,MALAYSIA,CENTURY AUTO AIR-COND. SDN. BHD.,03-7183068,,,,NET 30,,NEO POH HUAT,9679 1304,BME17@SINGNET.COM.SG,,"39 JALAN SS22/11, DAMANSARA UTAMA,
PETALING JAYA 
MALAYSIA 47400", ,,47400,03-7183068
C0005,SINGAPORE,CHENG FONG ENTERPRISES (S) PTE LTD,6891 6891,198901738N,,,NET 30,,MR NG / MS LEE,6891 6891,,,"39 SUNGEI KADUT ST.4
SINGAPORE 729059
",,,729059,6891 6891
C0006,SINGAPORE,CASCO ADHESIVE (ASIA) PTE LTD,7622088,198402028W,,,NET 30,,Mr. Ernest Pok,67622088,,,"14 SUNGEI KADUT WAY
SINGAPORE 728788
",,,728788,7622088
C0007,SINGAPORE,CHIP AIK ALUMINIUM (PTE) LTD,6292 0217 / 6294 1318,197401348E,,,NET 60,,Annie Sia ,6292 0217 / 6292 0237 / 6294 1318,chipaik@singnet.com.sg,,"11 KIAN TECK WAY
SINGAPORE 628736
",,,628736,6292 0217 / 6294 1318
C0008,SINGAPORE,COMPO FIBRE GLASS,91335192,51624400X,,,NET 30,,Mr Seah,91335192 /+601116178676,,,"624A PUNGGOL CENTROL
#06 - 300
SINGAPORE 821624
",300,,821624,91335192
C0009,SINGAPORE,CHYE HIN HARDWARE PTE LTD,8618801,197702280C,,,NET 30,,MS: Serene Soh,98356133,serene@chyehin.com,,"11 GUL AVENUE, 
SINGAPORE 629655
",,,629655,8618801
C0010,SINGAPORE,CHOP HOCK HONG,6294 9564,04702000L,,,NET 30,,AH GUANG,62949564,chop Hock Hong – Sales,,"332 KING GEORGE'S AVENUE , KING GEORGE'S BUILDING
SINGAPORE 208570
",,,208570,6294 9564
C0011,SINGAPORE,CHESTER WELDING (S) PTE LTD,68533015,199401257D,,,NET 30,,M/S: Lui Ying  9028 0593,68533015,chesterwelding@singnet.com.sg,," 146 TUAS SOUTH AVE 2
WESTPOINT BIZHUB
SINGAPORE 637178
",,,637178,68533015
C0012,SINGAPORE,CHONG LEE LEONG SENG CO LTD,6264 2922,195900102K,,,NET 30,,Ms. Evonne Peh,68601968,,,"23 TUAS AVE 2,
SINGAPORE 639454
",,,639454,6264 2922
C0013,ESPANA,CAFFSA,34-93-4621691,,,,NET 30,,Ms. Evonne Peh,68601968,,,"8 JOAN MIRO, SANT ADRIA DEL BESOS
BARCELONA
ESPANA ", ,,,34-93-4621691
C0014,SINGAPORE,CAUSEWAY PAINTS PTE LTD,6861 7979,198205525Z,,,NET 30,,FRANCIS HOE E.H.   H/P: 9841 8929,6861 7979,francis@causewaypaints.com.sg,,"35 GUL AVENUE (JURONG IND. EST.)
SINGAPORE 629675
",,,629675,6861 7979
C0015,SINGAPORE,CALPEDA ASIA PACIFIC PTE LTD,68984111,199104855G,,,NET 30,,MR YONG JIE ,8984111,yongjie@calpeda-asiapac.com,," 3 GUL STREET 1,
SINGAPORE 629316
",,,629316,68984111
C0016,SINGAPORE,CARRIER SINGAPORE (PTE) LIMITED,6410 0338/9797 9972(H/P),196400287H,,,NET 30,,Mr. Ryan,64100338/97979972,               ,,"28 TEBAN GARDENS CRESCENT,
SINGAPORE 608926
",,,608926,6410 0338/9797 9972(H/P)
C0017,CHINA,CHANGXING IMPORT & EXPORT CO LTD,008-65726203288,,,,NET 30,,Mr. Ryan,64100338/97979972,               ,,"1 TAIHU STREET
CHANGXING , ZHEJIANG  ZHEJIANG
CHINA ",,,,008-65726203288
C0018,SINGAPORE,CORROTEC PTE LTD,6481 7339,200308599E,,,NET 30,,Mr. Ryan,64100338/97979972,               ,,"10  ANG MO KIO IND PARK 2A ,   
# 02 - 01
AMK AUTOPOINT. 
SINGAPORE 568047",01,,568047,6481 7339
C0019,SINGAPORE,CAR FIBREGLASS,39-0544-451187,,,,NET 30,,Mr. Ryan,64100338/97979972,               ,,"ZONA  BASSETTE VIA O. MAGNANI 
RAVENNIA
SINGAPORE 48100", ,,48100,39-0544-451187
C0020,SINGAPORE,CLARION ASIA PTE LTD,64755233,199201532Z,,,NET 30,,Mr. Ryan,64100338/97979972,               ,,"ALEXANDRA ROAD
# 04 - 03
PERFORMANCE CENTRE 
SINGAPORE 159944",03,,159944,64755233
C0021,SINGAPORE,CYCLE & CARRIAGE INDUSTRIES PTE LTD,6777 8388 / H/P : 9688 0383,196400367W,,,NET DUE,,Mr. Vincent Kum,65 6777 8388 / HP. 8113 3371,vincent.kum@cyclecarriage.com.sg,," Mercedes-Benz Commercial Vehicle, 188 Pandan Loop
SINGAPORE 128378
",,,128378,6777 8388 / H/P : 9688 0383
C0022,SINGAPORE,CHAM KOK ENGINEERING CO.,6748 1661,23042400K,,,NET 30,,Mr. Vincent Kum,65 6777 8388 / HP. 8113 3371,vincent.kum@cyclecarriage.com.sg,,"9002 TAMPINES ST 93
# 01 - 10
SINGAPORE 528836",10,,528836,6748 1661
C0023,UK,CLYDE VALLEY CONTROL SYSTEMS LTD,01355 247921,,,,NET 30,,Mr. Vincent Kum,65 6777 8388 / HP. 8113 3371,vincent.kum@cyclecarriage.com.sg,,"28 HAWBANK ROAD , COLLEGE MILTON,
EAST KILBRIDGE 
UK ", ,,,01355 247921
C0024,SINGAPORE,CHIN YUAN METAL PTE LTD,6265 0550,199200322C,,,NET 30,,MR JOHN GOH   H/P: 9002 7900,6265 0550,john.goh@chinyuan.com.sg,,"75 TUAS AVENUE 1
SINGAPORE 
",,,,6265 0550
C0025,MALAYSIA,C.S.YAP ENGINEERING SDN.BHD.,020361578989,,,,NET 30,,MR JOHN GOH   H/P: 9002 7900,6265 0550,john.goh@chinyuan.com.sg,,"66 JALAN TSB 9, TMN IND SUNGAI BULOH
SUNGAI BULOH , SELANGOR 
MALAYSIA 47000", ,,47000,020361578989
C0026,SINGAPORE,CUMMINS SALES AND SERVICE SINGAPORE PTE LTD**,(+65)6261-3555,197803168H,,,NET 30,,SUZEN LIM  H/P: 9796 8327 (EMILY),6261 3555 / 6661 3571,suzen.lim@cummins.com,,"8 TANJONG PENJURU
#  -  
SINGAPORE 
", ,,,(+65)6261-3555
C0027,SINGAPORE,CHUAN LECK AUTO CO.,6755 2623,27164600D,,,NET 30,,SUZEN LIM  H/P: 9796 8327 (EMILY),6261 3555 / 6661 3571,suzen.lim@cummins.com,,"1016 YISHUN INDUSTRIAL PARK A,
#01 - 220
SINGAPORE 768758
",220,,768758,6755 2623
C0028,TAIWAN,COTEK ELECTRONIC COMPANY LTD,+886(3) 366 1581,,,,NET DUE,,SUZEN LIM  H/P: 9796 8327 (EMILY),6261 3555 / 6661 3571,suzen.lim@cummins.com,,"33 RONG HSIN ROAD
#  -  
BADE CITY 
TAO YUAN TAIWAN
", ,,,+886(3) 366 1581
C0029,SINGAPORE,CASTOR & WHEEL SINGAPORE PTE LTD,6745 6944,198300787H,,,NET 30,,MR HENG,6745 6944,,,"29 KAKI BUKIT PLACE
SINGAPORE 416207
",,,416207,6745 6944
C0030,SINGAPORE,CARGOTEC CHS ASIA PACIFIC PTE LTD,6597 3888/6597 3999,199404157W,,,NET 30,,MR HENG,6745 6944,,,"15 JALAN JENTERA (HIAB BUSINESS AREA)
SINGAPORE 619434", ,,619434,6597 3888/6597 3999
C0031,SINGAPORE,CIMMERIAN CRANE SERVICES PTE LTD,6266 3378,199404880C,,,NET 30,,MS AIPHIN,6266 3378 ,ai.phin@cimmeriancrane.com,,"75 TUAS AVENUE 1,
SINGAPORE 639513
",,,639513,6266 3378
C0032,SINGAPORE,CENTRAL REFRIGERATION & AIRCONDITIONING (PTE) LTD,+65 6292 0011,196600288G,,,NET 30,,Dickson Lee,62920011,central9@singnet.com.sg,,"136 RANGOON ROAD,
SINGAPORE 218414
",,,218414,+65 6292 0011
C0033,SINGAPORE,CENTRAL ENGINEERING (PTE) LTD,+65 6863 1755,196700488Z,,,NET 30,,MR TAY,6963 1755,,,"113/115 TYRWHITT ROAD,
SINGAPORE 207545
",,,207545,+65 6863 1755
C0034,SINGAPORE,CHOON WAH AUTO TRADING (PTE) LTD,6759 2292,198305641Z,,,NET 30,,MR TAY,6963 1755,,,"20 WOODLANDS LINK,WOODLANDS EAST INDUSTRIAL ESTATE,
#01 - 03
SINGAPORE 738733
",03,,738733,6759 2292
C0035,SINGAPORE,CINE EQUIPMENT PTE LTD,6252 5089,199503400H,,,NET 30,,MR TAY,6963 1755,,,"10-C JALAN AMPAS,     
# 08 - 02
HO SENG LEE FLATTED WAREHOUSE,  
SINGAPORE 329513",02,,329513,6252 5089
C0036,SINGAPORE,CROWN AUTOMATION PTE LTD,6861 2477,198802760W,,,NET 30,,MR ERIC HO    H/P: 9620 6659,6861 2477,,,"3 LINK ROAD
SINGAPORE 619205
",,,619205,6861 2477
C0037,SINGAPORE,CHUAN CHOON MOTOR TRADING CO.,6268 2505/6268 3105,32121500A,,,NET 30,,MR ERIC HO    H/P: 9620 6659,6861 2477,,,"5 PIONEER ROAD NORTH,
#01 - 32
SINGAPORE 628458
",32,,628458,6268 2505/6268 3105
C0038,SINGAPORE,CHONG BROTHER HARDWARE SUPPLY,"6769 1518,6892 0968",27191300B,,,NET 30,,MR ERIC HO    H/P: 9620 6659,6861 2477,,,"204/204A CHUA CHU KANG AVE1,
SINGAPORE ",,,,"6769 1518,6892 0968"
C0039,SINGAPORE,CREATIVE SOFTWARE PTE LTD,6278 0097,198501669N,,,NET 30,,MR ERIC HO    H/P: 9620 6659,6861 2477,,,"7 JALAN KILANG
# 07 - 01
SINGAPORE 159407",01,,159407,6278 0097
C0040,SINGAPORE,CHELETRADE STATIONERY & ENTERPRISE,6563 7122,,,,NET DUE,,MR ERIC HO    H/P: 9620 6659,6861 2477,,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0041,SINGAPORE,CH00 CHIANG MARKETING PTE LTD,6563 7122,199103762R,,,NET DUE,,DAVID WANG,,,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0042,SINGAPORE,COOL AIR SYSTEMS TRADING PTE LTD,6563 7122,200715125W,,,NET DUE,,DAVID WANG,,,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0043,SINGAPORE,C.T.E. MOTOR TRADING,6563 7122,,,,NET DUE,,DAVID WANG,,,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0044,SINGAPORE,CONCORDE AUTO ACCESSORIES (S) PTE LTD,6563 7122,,,,NET DUE,,M/S: Lucy,,lucy@concordeauto.com.sg,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0045,SINGAPORE,CHAN HUAT LIGHTING (S) PTE LTD,6563 7122,,,,NET DUE,,An Qin,62551033,enquiries@chanhuat.com.sg,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0046,SINGAPORE,CTS PACIFIC PTE LTD,6563 7122,,,,NET 30,,Jiva/Henky,68912620,jiva@ctsp.com.sg/henky@ctsp.com.sg,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0047,SINGAPORE,COMLAB TECHNOLOGIES PTE LTD,6563 7122,,,,NET DUE,,Jiva/Henky,68912620,jiva@ctsp.com.sg/henky@ctsp.com.sg,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0048,SINGAPORE,CHLORIDE BATTERIES S.E. ASIA PTE.LIMITED,6563 7122,,,,NET DUE,,MR MARK LIM JIT TONG ,,,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0049,SINGAPORE,COOLTEC INDUSTRIES SDN.BHD.,6563 7122,,,,NET DUE,,MR MARK LIM JIT TONG ,,,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0050,SINGAPORE,COOLMAN REFRIGERATION PTE LTD,6563 7122,,,,NET DUE,,Mr. Onn,68484236 / HP 92234436,,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0051,SINGAPORE,COOLMAN REFRIGERATION PTE LTD,6563 7122,,,,NET 30,,Mr. Onn,68484236 / HP 92234436,,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0052,SINGAPORE,CAREFREE OF COLORADO,6563 7122,,,,NET DUE,,MIKE FARMER,303-410-6204,mfarmer@carefreeofcolorado.com,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0053,SINGAPORE,C&M ELECTRONIC ENGINEERING SERVICES,6563 7122,,,,NET 30,,MIKE FARMER,303-410-6204,mfarmer@carefreeofcolorado.com,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0054,SINGAPORE,CRAMOIL SINGAPORE PTE LTD,6563 7122,198802747H,,,NET 30,,IVY CHEN,6861 1101,sales@cramoil.com.sg ,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0055,SINGAPORE,CHS MACHINERY PTE LTD,6563 7122,,,,NET 7,,IVY CHEN,6861 1101,sales@cramoil.com.sg ,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0056,SINGAPORE,CALLINGTON SINGAPORE PTE LTD,6563 7122,201319676C,,,NET 30,,HENNY FOO,9638 1048 ,hennyfoo@callington.com,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0057,SINGAPORE,CONTA ELASTIK URUNLER A.S,6563 7122,,,,NET DUE,,MOHAMMAD MOHITAZAR,+90 530 762 1189,mohitazar@conta.com.tr,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0058,SINGAPORE,COCONUTTREE LIGHTING SOLUTIONS PTE LTD,6563 7122,202001363W,,,NET 30,,SUNDY,86863827,sales@coconuttreelighting.com.sg,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0059,SINGAPORE,CASTROL SINGAPORE PTE LIMITED,6563 7122,202034037D,,,NET 30,,SUNDY,86863827,sales@coconuttreelighting.com.sg,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0060,SINGAPORE,CHIN CHENG NEWSPAPER AGENCY,6563 7122,53329373A,,,NET 30,,SUNDY,86863827,sales@coconuttreelighting.com.sg,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0061,SINGAPORE,CH STEEL SUPPLIES PTE LTD,6563 7122,201921971Z,,,NET 30,,CINDY HOE,83531449 / 69709833,CINDY@CHSTEEL.COM.SG,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
C0062,SINGAPORE,CHUAN KOK HARDWARE & MACHINERY PTE LTD,6563 7122,198201577Z,,,NET DUE,,BH NG,9326 9745 (whatsapp only),sales3@chuankok.com,,"2021 BUKIT BATOK ST 23
#04 - 216
SINGAPORE 659526
",216,,659526,6563 7122
D0001,MALAYSIA,DSI INDUSTRIES SDN BHD,604-731632,,,,NET 30,,BH NG,9326 9745 (whatsapp only),sales3@chuankok.com,,"229 LORONG PERAK 8, MERGONG II,
KEDAH
MALAYSIA ", ,,,604-731632
D0002,SINGAPORE,DENNISON TRANSOCEANIC CORPORATION,2736611,S85FC3606F,,,NET 30,,BH NG,9326 9745 (whatsapp only),sales3@chuankok.com,,"4 PASIR PANJANG ROAD ALEXANDRA DISSTRIPARK,
# 09
SINGAPORE 118480",,,118480,2736611
D0003,KOREA,DONGHWAN INDUSTRIAL CORP.,551-82-9111/8,,,,NET 30,,BH NG,9326 9745 (whatsapp only),sales3@chuankok.com,,"52  STREET SUNG SAN-DONG
CHANGWON
KOREA ",,,,551-82-9111/8
D0004,SINGAPORE,DR. W. K. KOO & ASSOCIATES,,199707052H,,,NET 30,,BH NG,9326 9745 (whatsapp only),sales3@chuankok.com,,"960 JURONG WEST ST 92,
# 01
SINGAPORE 640960",,,640960,
D0005,SINGAPORE,DELTA COACH BUILDER,3689786,41327000M,,,NET 30,,BH NG,9326 9745 (whatsapp only),sales3@chuankok.com,,"11 SUNGEI KADUT STREET 2,
SINGAPORE 729232",,,729232,3689786
D0006,SINGAPORE,DUNLOP SINGAPORE,2682066,37956300B,,,NET 30,,BH NG,9326 9745 (whatsapp only),sales3@chuankok.com,,"19 ENTERPRISE ROAD,
SINGAPORE 629825",,,629825,2682066
D0007,,NOT IN USE,,,,,NET 15,,BH NG,9326 9745 (whatsapp only),sales3@chuankok.com,,,,,,
D0008,SINGAPORE,DATA TRACK TECHNOLOGIES PTE LTD,6745 8829,200209885E,,,NET 30,,BH NG,9326 9745 (whatsapp only),sales3@chuankok.com,,"119 BEDOK NORTH ROAD,
#10 - 205
SINGAPORE 460119
",205,,460119,6745 8829
D0009,SINGAPORE,DOW CHEMICAL PACIFIC (SINGAPORE) PTE LTD,7388730,199206043M,,,NET 45,,STANLEY TSENG  MOBILE: +886-921 457 740,+886-2-2775 6073,stseng@dow.com,,"260 ORCHARD ROAD
##18 - 01
SINGAPORE 238855
",01,,238855,7388730
D0010,NEDERLAND,DUTCH ELECTRO MANUFACTURING CO.,+31(0)455245757,,,,NET DUE,,STANLEY TSENG  MOBILE: +886-921 457 740,+886-2-2775 6073,stseng@dow.com,," THULLERWEG 2 6361 DJ NUTH-NEDERLAND
#  -  
 
 NEDERLAND
", ,,,+31(0)455245757
D0011,SINGAPORE,THE DEVELOPMENT BANK OF SINGAPORE LTD,,196800306E,,,NET 30,,STANLEY TSENG  MOBILE: +886-921 457 740,+886-2-2775 6073,stseng@dow.com,,SINGAPORE ,,,,
D0011-A,SINGAPORE,DANFOSS INDUSTRIES PTE LTD,6885 9773 / 6885 9788,198305749C,,,NET 30,,Angela Soh ,6885 9788,anglea-soh@danfoss.com,,"25 INTERNATIONAL BUSINESS PARK ,   
GERMAN CENTRE    
SINGAPORE 
",,,,6885 9773 / 6885 9788
D0012,SINGAPORE,DOMETIC PTE LTD,6795 3177,200003050K,,,NET 30,,Mr Pankit Shah ,,pankitshah@dometic.com.sg,,"18 BOON LAY WAY, TRADEHUB 21
#06 - 140
SINGAPORE 609966
",140,,609966,6795 3177
D0013,SINGAPORE,DAL COURIER SERVICES,6872 2912 / 6872 2794/ 6469 4875,52832410A,,,NET 30,,Mr Pankit Shah ,,pankitshah@dometic.com.sg,,"140 UPPER BUKIT TIMAH ROAD ,    
# 03
BEAUTY WORLD PLAZA  
SINGAPORE 588176",,,588176,6872 2912 / 6872 2794/ 6469 4875
D0014,SINGAPORE,DING SHENG TRANSPORT SERVICES PTE LTD,6779 5839,200804043R,,,NET 30,,Mr Pankit Shah ,,pankitshah@dometic.com.sg,,"196 PANDAN LOOP ,    
# 05 - 04
PANTECH INDUSTRIAL COMPLEX  
SINGAPORE 128384",04,,128384,6779 5839
D0015,SINGAPORE,DESTEC KRONORS ENTERPRISE,91828919,53094746C,,,NET 30,,MR DESMOND LIM  ,91828919,desmond71lim@yahoo.com.sg,," 48 TOH GUAN EAST , ENTERPRISE HUB
#07 - 114
SINGAPORE 608586
",114,,608586,91828919
D0016,SINGAPORE,DPEX Worldwide Express (S) Pte Ltd,6214 8888,199906930D,,,NET 30,,MR DESMOND LIM  ,91828919,desmond71lim@yahoo.com.sg,,"1 CHANGI SOUTH STREET 1
SINGAPORE 486797
",,,486797,6214 8888
D0017,SINGAPORE,DAMA TRADING PTE LTD,6743 6100/9748 2401,198305798N,,,NET 30,,YVONNE TAN,67436100/97482401,yvonne@dama.com.sg ,,"3029-A UBI ROAD 3
#01 - 98/99
SINGAPORE 408661
",98/99,,408661,6743 6100/9748 2401
D0018,SINGAPORE,DUAL-LITE ELECTRIC PTE LTD,6392 3133,199407041N,,,NET DUE,,Min Soe Han,63923133,soehan.min@duallite,,"9 KALLANG PLACE
#07 - 06
SINGAPORE 339154
",06,,339154,6392 3133
D0019,MALAYSIA,DELUXE SEATING,016-7008180,,,,NET 30,,Min Soe Han,63923133,soehan.min@duallite,,"2788-E JALAN KEMPAS LAMA OF KEMPAS,
JOHOR BAHRU
MALAYSIA 81200",,,81200,016-7008180
D0020,SINGAPORE,CHUAN GUAN SYSTEM SUPPLIES,8185 6886,199306815R,,,NET 30,,MR. CHUA,+65 8185 6886 / HP : 98519297,chua@cgss.sg,," 22 SIN MING LANE,MIDVIEW CITY,
#06 - 76
SINGAPORE 573969
",76,,573969,8185 6886
D0021,SINGAPORE,DENYO UNITED MACHINERY PTE LTD,8185 6886,,,,NET DUE,,RACHEL LAU,67969080,rachel@sg.denyogroup.com,," 22 SIN MING LANE,MIDVIEW CITY,
#06 - 76
SINGAPORE 573969
",76,,573969,8185 6886
D0022,SINGAPORE,Dr. LED PTE LTD,8185 6886,3933013217,,,NET DUE,,PAUL ZHANG/JULIA ZHU ,6276 3200 ,julia@drled.com.sg/paulzhang21@gmail.com ,," 22 SIN MING LANE,MIDVIEW CITY,
#06 - 76
SINGAPORE 573969
",76,,573969,8185 6886
D0023,SINGAPORE,DHL EXPRESS (SINGAPORE) PTE LTD,8185 6886,197000723M,,,NET 30,,PAUL ZHANG/JULIA ZHU ,6276 3200 ,julia@drled.com.sg/paulzhang21@gmail.com ,," 22 SIN MING LANE,MIDVIEW CITY,
#06 - 76
SINGAPORE 573969
",76,,573969,8185 6886
D0024,SINGAPORE,DHL GLOBAL FORWARDING (S) PTE LTD,8185 6886,M2-0010793-4,,,NET 30,,PAUL ZHANG/JULIA ZHU ,6276 3200 ,julia@drled.com.sg/paulzhang21@gmail.com ,," 22 SIN MING LANE,MIDVIEW CITY,
#06 - 76
SINGAPORE 573969
",76,,573969,8185 6886
D0025,SINGAPORE,DR. W. K. KOO & ASSOCIATES PTE LTD,8185 6886,,,,NET DUE,,DR W. K. KOO,,,," 22 SIN MING LANE,MIDVIEW CITY,
#06 - 76
SINGAPORE 573969
",76,,573969,8185 6886
E0001,SINGAPORE,EMAS SUPPLIES & SERVICES PTE LTD,7446648,199207013K,,,NET 30,,DR W. K. KOO,,,,"119 UBI AVENUE 4, TONG XING COMPLEX,
SINGAPORE 408765
", ,,408765,7446648
E0002,MALAYSIA,EAST MALAYSIA SHIPPING & TRANSPORT AGENCY,07-547772,,,,NET 30,,DR W. K. KOO,,,,"15 &17 JALAN BAKAWALI 54, TAMAN JOHOR JAYA
JOHOR BAHRU
MALAYSIA 81100", ,,81100,07-547772
E0003,SINGAPORE,EXPAND ENGINEERING WORKS,62694150,06337300M,,,NET 30,,DR W. K. KOO,,,,"9 MARSILING IND. EST. ROAD 3
#01 - 31
SINGAPORE 739253
",31,,739253,62694150
E0004,SINGAPORE,ENERCHEM (S) PTE LTD,6257 9923,199300172Z,,,NET 30,,Kenndy-Hp: 97979923,62579923,kenny@falchem.net,,"48 WOODLANDS IND. PARK E7,
SINGAPORE 757822
",,,757822,6257 9923
E0005,SINGAPORE,ENG HUP AUTO PARTS ACCESSORIES CO.,7690452/3,23832400A,,,NET 30,,Kenndy-Hp: 97979923,62579923,kenny@falchem.net,,"846 UPPER BUKIT TIMAH ROAD,
SINGAPORE 678164",,,678164,7690452/3
E0006,SINGAPORE,EXCEL VENTURE TRADING PTE LTD,3832200,198701901C,,,NET 30,,Kenndy-Hp: 97979923,62579923,kenny@falchem.net,,"459 MACPHERSON ROAD,
SINGAPORE 368177",,,368177,3832200
E0007,SINGAPORE,EASTERN (1961) CO. PTE LTD,,196100112Z,,,NET 30,,MR WILLIE GOH  H/P: 9672 2094,6452 1950,willie@eastern1961.com.sg,,"20 Tagore Lane 
SINGAPORE 787478
",,,787478,
E0008,SINGAPORE,ELECTRO-PLASTIC SUPPLIES,7876356,40000000L,,,NET 30,,MR WILLIE GOH  H/P: 9672 2094,6452 1950,willie@eastern1961.com.sg,,"9008 TAMPINES STREET 93
# 04
SINGAPORE 528843",,,528843,7876356
E0009,SINGAPORE,EVERBEAUTY ART STUDIO,6565 5128,20789500K,,,NET 30,,MR Tang,6565 5128,ebas2002@singnet.com.sg ,,"2 BUKIT BATOK STREET 24 , SKYTECH BUILDING
#03 - 01
SINGAPORE 659480
",01,,659480,6565 5128
E0010,SINGAPORE,ELEKTRIM TECHTOP MOTORS PTE LTD,6863 9500,198306117K,,,NET 30,,M/S: Ng,68639500,elektrim@singnet.com.sg,,"80 JOO KOON CIRCLE
SINGAPORE 629100
",,,629100,6863 9500
E0011,SINGAPORE,ATOFINA SOUTH EAST ASIA PTE LTD,8621228,198305378K,,,NET 30,,M/S: Ng,68639500,elektrim@singnet.com.sg,,"53 TUAS CRESCENT 
SINGAPORE 638732",,,638732,8621228
E0012,SINGAPORE,EVERWELL CABLES & ELECTRICAL (S.E.A.) PTE LTD,67473336,199705205N,,,NET 30,,Mina ,6747 3336,sales@everwell.com.sg,,"11 KAKI BUKIT ROAD 1 ,  EUNOS TECHNOLINK
#02 - 03/04/05
SINGAPORE 415939
",03/04/05,,415939,67473336
E0013,SINGAPORE,ELECTROLMECH ELECTRICAL ENTERPRISE CO.PTE LTD,68423588,199502232D,,,NET 30,,Mina ,6747 3336,sales@everwell.com.sg,,"4 KALLANG WAY 4
SINGAPORE 349064",,,349064,68423588
E0014,SINGAPORE,EASEL CHEMIE PTE LTD,6861 1101,200413948H,,,NET 30,,M/s: Jess,6861 1181,sales@cramoil.com.sg,,"4 TUAS VIEW LANE
SINGAPORE 637750
",,,637750,6861 1101
E0015,SINGAPORE,ENG GUAN BUILDING MATERIALS PTE LTD,62661996,199900267W,,,NET 30,,M/s: Jess,6861 1181,sales@cramoil.com.sg,,"24 JALAN TUKANG , JURONG INDUSTRIAL ESTATE
SINGAPORE ", ,,,62661996
E0016,SINGAPORE,ENTREPOT MARKETING PTE LTD,6743 3388,198403608R,,,NET 30,,DARANCE LIM  H/P: 9684 9647,6743 3388,darance@entrepot.com.sg,,"26  KAKI BUKIT CRESCENT
SINGAPORE 416257
",,,416257,6743 3388
E0017,GERMANY,EBRO ELECTRONIC GMBH & CO. KG,(0841) 954780,,,,NET 30,,DARANCE LIM  H/P: 9684 9647,6743 3388,darance@entrepot.com.sg,,"PERINGERSTRABE 10, D-85055 INGOLSTADT
 INGOLSTADT 
GERMANY ",,,,(0841) 954780
E0018,SINGAPORE,EBRO ELECTRONIC SINGAPORE PTE LTD,6258 0221,200605040M,,,NET 30,,DARANCE LIM  H/P: 9684 9647,6743 3388,darance@entrepot.com.sg,,"1004 TOA PAYOH NORTH
# 07
SINGAPORE 318995",,,318995,6258 0221
E0019,SINGAPORE,EVOLTECH TRADING AND CONTRACT SERVICES,6294 2898,52877050X,,,NET 30,,DARANCE LIM  H/P: 9684 9647,6743 3388,darance@entrepot.com.sg,,"216G SYED ALWI ROAD 
# 01 - 05
SINGAPORE 207799",05,,207799,6294 2898
E0020,GERMANY,"EUROSCAN GROUP,DE",49-228-689798-0,,,,NET 30,,M/s: Jasmine,63803253,JSin@element14.com,,"2 ESTERMANNSTR
#  -  
BONN 53117
 GERMANY
", ,,53117,49-228-689798-0
